id,customer_pname,customer_name,active,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,property_payment_term,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,เขต,กลุ่ม,ชนิดการค้า,category_id,website,user_id
mh_res_partner_1678,บริษัท,เสียงสยามแผ่นเสียง-เทป จำกัด,TRUE,บริษัท เสียงสยามแผ่นเสียง-เทป จำกัด,,,22264626,คุณอ้อม,,คุณอ้อม,TRUE,TRUE,FALSE,30,,Default,FALSE,233-5  ถนนเจริญกรุง,แขวงบ้านบาตร  เขตป้อมปราบฯ  กรุงเทพฯ 10100,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1679,บริษัท,ไซเบอร์โนเลจ จำกัด,TRUE,บริษัท ไซเบอร์โนเลจ จำกัด,,,ไซเบอร์,คุณวรสิทธิ์,,คุณวรสิทธิ์,TRUE,TRUE,FALSE,60,,Default,FALSE,100/65  ถนนเทศบาลสงเคราะห์,แขวงลาดยาว  เขตจตุจักร  กรุงเทพฯ  10900,,,,081-815-0116,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_168,,เอสอาร์,TRUE,เอสอาร์,,,598,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,เจริญนคร,,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กิตติ
mh_res_partner_1680,,โซดิแอค กราฟฟิค อาร์ต,TRUE,โซดิแอค กราฟฟิค อาร์ต,,,28971415,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,17/9 ม.1 ถ.พระราม 2,แขวงแสมดำ บางขุนเทียน กรุงเทพฯ,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1681,,ไทยมิตร,TRUE,ไทยมิตร,,,ไทยมิตร,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,กทม.,,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1682,บริษัท,ไอเดีย กราฟฟิค จำกัด,TRUE,บริษัท ไอเดีย กราฟฟิค จำกัด,,,ไอเดีย,,,,TRUE,TRUE,FALSE,45,,Default,FALSE,244 หมู่ 4 ซอยรังสิต-นครนายก 27 ซอย 1,ตำบลประชาธิปัตย์  อำเภอธัญบุรี  จังหวัดปทุมธานี  12130,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1683,โรงเรียน,หาดใหญ่อำนวยวิทย์พณิชยการ,TRUE,โรงเรียน หาดใหญ่อำนวยวิทย์พณิชยการ,,,5349,อ.ประณีต  ดิษยะศริน,,อ.ประณีต  ดิษยะศริน,TRUE,TRUE,FALSE,30,,Default,FALSE,9/2 ถ.เพชรเกษม ซอย 26,อ.หาดใหญ่ จ.สงขลา 90110,,,,074-253251-2,074-360080,,,ภาคใต้,สถานศึกษา,,"ภาคใต้,สถานศึกษา",,วิทยา
mh_res_partner_1684,โรงเรียน,หาดใหญ่อำนวยวิทย์,TRUE,โรงเรียน หาดใหญ่อำนวยวิทย์,,,074-243905,อ.ศรินรักษ์  ดิษยะศริน,,อ.ศรินรักษ์  ดิษยะศริน,TRUE,TRUE,FALSE,30,,Default,FALSE,3-4  ถ.ผดุงภักดี,อ.หาดใหญ่ จ.สงขลา 90110,,,,"074-243905,084-1362818",02-7123535,,,ภาคใต้,สถานศึกษา,,"ภาคใต้,สถานศึกษา",,วิทยา
mh_res_partner_1685,ห้างหุ้นส่วนจำกัด,พิมลพานิชบึงกาฬ,TRUE,ห้างหุ้นส่วนจำกัด พิมลพานิชบึงกาฬ,,,5351,คุณมัทนา (ซ้อหมู),,คุณมัทนา (ซ้อหมู),TRUE,TRUE,FALSE,90,,Default,FALSE,295 ถ.บึงกาฬ-พังโคน ต.วิศิษฐ์,อ.บึงกาฬ จ.หนองคาย 43140,,,,042-491111-3,042-491112,,,ภาคอีสาน,ร้านค้าเครื่องเขียน,,"ภาคอีสาน,ร้านค้าเครื่องเขียน",,วิทยา
mh_res_partner_1686,,มหาวิทยาลัยหาดใหญ่,TRUE,มหาวิทยาลัยหาดใหญ่,,,5356,นางรุจิรา  แสงแก้ว,เจ้าหน้าที่สั่งซื้อ,"นางรุจิรา  แสงแก้ว, เจ้าหน้าที่สั่งซื้อ",TRUE,TRUE,FALSE,30,,Default,FALSE,125/502 ถ.พลพิชัย ต.คอหงส์,อ.หาดใหญ่ จ.สงขลา 90110,,,,074-425464-6,074-425467,,,ภาคใต้,สถานศึกษา,,"ภาคใต้,สถานศึกษา",,วิทยา
mh_res_partner_1687,บริษัท,ฮั่วกี่เปเปอร์ จำกัด,TRUE,บริษัท ฮั่วกี่เปเปอร์ จำกัด,,,ฮั่วกี่,หน้าร้าน,,หน้าร้าน,TRUE,TRUE,FALSE,0,,Default,FALSE,เลขที่ 109  ถนนเสือป่า  แขวงป้อมปราบฯ,เขตป้อมปราบฯ  กรุงเทพฯ  10100,,,,02-2228136-8,02-2253388,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1688,บริษัท,เค.จี. ลามิเนต จำกัด,TRUE,บริษัท เค.จี. ลามิเนต จำกัด,,,เคจี,คุณ จุล,,คุณ จุล,TRUE,TRUE,FALSE,30,,Default,FALSE,903 ซ.พัฒนาการ 1 ถ.สาธุประดิษฐ์ แขวงบางโพงพาง,เขตยานนาวา กรุงเทพมหานคร 10120,,,,"02-6838418-21,084-1233811",02-2841161,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,,"กรุงเทพฯ,ร้านค้าเครื่องเขียน",,วิทยา
mh_res_partner_1689,,Christoffel-Blindenmission,TRUE,Christoffel-Blindenmission,,,26169920,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,Central East Asia Regionl office,"37 inthamara soi 7 Suthisarn Road, Phayathai Bangkok 10400",,,,02-6169920 02-2712457,02-6168371,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_169,ร้าน,อักษรสาส์นบางบัว,TRUE,ร้าน อักษรสาส์นบางบัว,,,599,,,,TRUE,TRUE,FALSE,15,,Default,FALSE,2424  ถนนพหลโยธิน  แขวงลาดยาว,เขตจตุจักร  กทม.,,,,5790743-9400916,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,กิตติ
mh_res_partner_1690,บริษัท,แอทลักซ์แอนด์โค จำกัด,TRUE,บริษัท แอทลักซ์แอนด์โค จำกัด,ATL,,897701057,คุณปิยะ,,คุณปิยะ,TRUE,TRUE,FALSE,90,,Default,FALSE,50/19 ถ.ราชปรารภ  แขวงถนนพญาไท,เขตราชเทวี กทม.10400,,,,089770105702-2233636,02-2257242,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1691,,เปเปอร์แลนด์,TRUE,เปเปอร์แลนด์,,,28140106,คุณดา ( ฝ่ายบัญชี ),,คุณดา ( ฝ่ายบัญชี ),TRUE,TRUE,FALSE,0,,Default,FALSE,กทม,,,,,02-8140106-7,,,,กรุงเทพฯ,,,กรุงเทพฯ,,วิทยา
mh_res_partner_1692,บริษัท,เคลียร์แพ็ค (ไทยแลนด์) จำกัด,TRUE,บริษัท เคลียร์แพ็ค (ไทยแลนด์) จำกัด,,,22953319,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,454 ซ.โชคชัยจงจำเริญ ถ.พระราม3,แขวงบางโพงพาง เขตยานนาวา กรงเทพฯ 10120,,,,22953319,22953359,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1693,,สมาคมการพิมพ์ไทย,TRUE,สมาคมการพิมพ์ไทย,,,29444671,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,"311,311/1  ซ.ศูนย์วิจัย 4  แขวงบางกะปิ",เขตห้วยขวาง  กรุงเทพฯ  10310,,,,02-7196685-7,02-7196688,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1694,บริษัท,สยามทรีเฮง จำกัด,TRUE,บริษัท สยามทรีเฮง จำกัด,,,26646054,,,,TRUE,TRUE,FALSE,0,,Default,FALSE,21/49 ซ.ศูนย์วิจัย แขวงบางกะปิ,เขตห้วยขวาง กรุงเทพฯ 10310,,,,26646054,26646051,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,วิทยา
mh_res_partner_1695,ห้างหุ้นส่วนจำกัด,พลอยการพิมพ์,TRUE,ห้างหุ้นส่วนจำกัด พลอยการพิมพ์,,,5404,เฮียชิ๊งค์,,เฮียชิ๊งค์,TRUE,TRUE,FALSE,0,,Default,FALSE,98/3 ถ.ราชดำเนิน ต.ศรีภูมิ,อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,,,,081-6812337,053-224747-8,,,ภาคเหนือ,ร้านค้าเครื่องเขียน,,"ภาคเหนือ,ร้านค้าเครื่องเขียน",,วิทยา
